time,x,y,direction,E5:53:39:5F:31:1A,F8:9D:4B:5D:44:F4,FD:AF:34:29:05:FE,C6:62:EC:2D:90:AB,D6:77:D9:C0:A6:54,FA:C4:4A:07:18:9F,C4:35:CE:FD:FB:DF,CC:7F:D5:E0:41:92,D7:B8:72:01:49:AC,C5:EB:92:59:4D:1A,C2:80:A9:28:D0:79,FC:92:D5:14:99:90
7/9/2024 10:27,18,42,E,-68,-56,-69,-59,-52,-68,-46,-51,-35,-47,,
7/9/2024 10:27,18,42,E,-57,,,-79,,,,-56,,-48,-57,-72
7/9/2024 10:27,18,42,E,-58,,-55,-58,,-68,-57,,-36,-58,-58,-71
7/9/2024 10:27,18,42,E,-71,-55,,,-51,,-46,,,-47,-57,
7/9/2024 10:27,18,42,E,,-55,-53,-65,-54,,-50,,-36,-59,-58,
7/9/2024 10:27,18,42,E,,,,-70,,,,-52,-37,-48,-58,
7/9/2024 10:27,18,42,E,,,,,-53,-68,,-62,-36,,-58,-70
7/9/2024 10:27,18,42,E,-57,,-54,-71,,,,-56,-36,-52,-57,
7/9/2024 10:27,18,42,E,-67,,-76,-59,,,-57,-51,-37,-48,,-83
7/9/2024 10:27,18,42,E,-70,-54,-84,,-52,,,,-42,-48,-58,
7/9/2024 10:27,18,42,E,-58,,,,,-69,-46,-66,-37,-49,-56,-75
7/9/2024 10:27,18,42,E,-68,-56,,-59,-50,-68,,-63,,-48,-58,-76
7/9/2024 10:27,18,42,E,,,-71,-58,-51,-67,,-55,-32,-52,,-87
7/9/2024 10:27,18,42,E,,-57,,,,,,-54,-43,-48,,
7/9/2024 10:27,18,42,E,,,,,-49,,,,-37,-52,-57,-78
7/9/2024 10:27,18,42,E,-76,-56,-65,-66,-54,,,-51,,-47,,-83
7/9/2024 10:27,18,42,E,-67,-80,-56,,-53,,-45,-76,-40,,-56,-77
7/9/2024 10:27,18,42,E,-68,-57,-73,-60,-52,-68,-50,-59,-37,,,-84
7/9/2024 10:27,18,42,E,-58,,,,,-65,-46,,-35,-52,,
7/9/2024 10:27,18,42,E,-65,,-71,-59,-50,-59,,-52,-33,-50,-59,
7/9/2024 10:27,18,42,E,-58,,-55,-67,,,-46,,,-51,,-71
7/9/2024 10:27,18,42,E,,-57,,-60,-50,,,-52,,-52,-57,
7/9/2024 10:27,18,42,E,-57,,-51,-65,,-68,,,-37,-51,-76,
7/9/2024 10:27,18,42,E,,,,,-52,,,,,-52,-60,
7/9/2024 10:27,18,42,E,-56,,,,-51,,-46,-63,,,,
7/9/2024 10:27,18,42,E,,,-78,,-50,,,-51,-37,-48,-57,-84
7/9/2024 10:27,18,42,E,-56,-76,,-63,-52,,-46,,-37,-49,-58,
7/9/2024 10:29,10,42,S,-54,,-62,,-80,-62,,-56,-53,-53,-56,
7/9/2024 10:29,10,42,S,-61,,,,-48,-59,-49,,,-55,-55,-63
7/9/2024 10:29,10,42,S,,-72,-71,-71,-48,-62,-50,,-46,-61,-57,-60
7/9/2024 10:29,10,42,S,,,,-57,-74,,-49,-44,-53,-52,-57,
7/9/2024 10:29,10,42,S,,,,-57,-48,-57,,,-46,-61,-53,-60
7/9/2024 10:29,10,42,S,-56,,,-57,,,-50,,,-53,,-67
7/9/2024 10:29,10,42,S,,,,,,-59,-51,-56,-47,-53,-57,-60
7/9/2024 10:29,10,42,S,,,,,,,-50,-46,-53,-61,-57,-64
7/9/2024 10:29,10,42,S,-55,,,-67,-47,-57,,-45,-47,-61,,-60
7/9/2024 10:29,10,42,S,,,,,-77,,-50,-44,-54,-53,-53,-67
7/9/2024 10:29,10,42,S,-54,,,-67,-48,,-49,,-48,-53,,-67
7/9/2024 10:29,10,42,S,-62,,-63,,-46,,-48,,-47,-62,-57,-67
7/9/2024 10:29,10,42,S,-54,-67,-66,-57,-48,-57,,,,-54,-57,
7/9/2024 10:29,10,42,S,-73,,,-72,-54,-57,,-44,,,-50,-66
7/9/2024 10:29,10,42,S,-55,,-62,-66,-47,-66,-47,-45,-47,-54,-57,-60
7/9/2024 10:29,10,42,S,,-73,-66,-69,,-59,-50,-45,-54,-61,-57,
7/9/2024 10:29,10,42,S,,,-77,-66,-47,,,-56,,-55,,-60
7/9/2024 10:29,10,42,S,-54,,,,-48,,-50,,,,-57,
7/9/2024 10:29,10,42,S,-56,,,,-48,,,-57,-47,,-57,
7/9/2024 10:30,10,42,S,,-69,-64,,,,,-56,,-60,-52,
7/9/2024 10:30,10,42,S,,,-65,-65,,,,-42,-47,-54,-53,-63
7/9/2024 10:30,10,42,S,,,,,,-60,-50,-46,-54,,-57,
7/9/2024 10:30,10,42,S,,,-67,-65,-47,,-49,-56,-46,-61,-56,-62
7/9/2024 10:30,10,42,S,,-69,-68,,,,,-46,-47,,,-61
7/9/2024 10:30,10,42,S,-54,,,,,-64,,,,,,
7/9/2024 10:30,10,42,S,-62,,-73,,-48,-59,-50,-46,,-55,-57,-60
7/9/2024 10:30,10,42,S,-55,,-63,,-48,-57,,-45,-47,-54,-56,
7/9/2024 10:30,10,42,S,-61,,,,,-59,-50,,,-61,-56,-60
7/9/2024 10:30,10,42,S,-54,,,,,,-50,,-47,-53,-57,-62
7/9/2024 10:30,10,42,S,,,,,,,-53,-57,-46,-55,-56,-60
7/9/2024 10:30,10,42,S,-56,,-63,-70,-47,-57,-53,-45,-53,,-56,-60
7/9/2024 10:30,10,42,S,-54,-67,-68,,-48,-60,,,-47,-54,,-61
7/9/2024 10:30,10,42,S,-56,-73,-61,-57,-47,-57,-50,-44,-47,-55,-58,
7/9/2024 10:30,10,42,S,,-68,,,,,-50,,-52,-62,-62,
7/9/2024 10:30,10,42,S,-56,,,,-51,-57,,,,-62,-53,-60
7/9/2024 10:30,10,42,S,,-68,,,,,-54,-45,-47,-54,-54,-62
7/9/2024 10:30,10,42,S,-56,,,,,-61,-53,-45,,-53,,
7/9/2024 10:30,10,42,S,,-67,,,,-57,,-57,,-52,-53,-59
7/9/2024 10:30,10,42,S,-55,,,,-47,,,-44,,-53,-53,-60
7/9/2024 10:30,10,42,S,,-69,,-71,-47,,-50,,-53,-55,-53,-59
7/9/2024 10:30,10,42,S,,,-62,-70,,,,,-54,-56,-53,-69
7/9/2024 10:30,10,42,S,,,,,-47,,,,,-55,-55,-69
7/9/2024 10:30,10,42,S,,,,-57,,,-51,-57,-46,-52,-57,-70
7/9/2024 10:30,10,42,S,,,-63,,-48,,-54,-56,-54,-55,,-62
7/9/2024 10:30,10,42,S,,-71,-63,-57,,-57,-49,,,-53,-53,-66
7/9/2024 10:30,10,42,S,,,-63,-70,,,,,-53,-62,-54,
7/9/2024 10:30,10,42,S,-56,,-65,,-47,,-50,,,,-56,
7/9/2024 10:30,10,42,S,,-69,,,-48,-57,,-44,-47,-55,,-62
7/9/2024 10:30,10,42,S,-55,-68,,-68,,-57,-50,-45,-47,-62,,-61
7/9/2024 10:30,10,42,S,,,,,,-57,-49,,-52,-53,-56,
7/9/2024 10:30,10,42,S,-61,,,,-48,-57,-50,,,-55,-57,-68
7/9/2024 10:30,10,42,S,,,-67,,,-59,,-57,,-53,-54,-61
7/9/2024 10:30,10,42,S,,-69,,,-47,,-51,-46,-46,-53,-57,-67
7/9/2024 10:30,10,42,S,,-71,-78,,,-56,-48,,-53,-61,,-63
7/9/2024 10:30,10,42,S,-53,-68,,,-47,,-49,-46,-46,-62,-57,-62
7/9/2024 10:30,10,42,S,-57,,,,-48,,-53,-45,-47,,-56,-68
7/9/2024 10:30,10,42,S,,-73,,-68,-48,-56,-50,-44,-53,-54,-57,-68
7/9/2024 10:30,10,42,S,-56,,,,-47,-59,-49,,-54,-54,-56,-61
7/9/2024 10:30,10,42,S,-61,-70,,-58,-47,,,-47,-53,-53,-53,-66
7/9/2024 10:31,10,42,S,,-70,-63,-71,-47,,,-46,-48,-53,,-64
7/9/2024 10:32,10,42,W,,-55,,-59,-52,,,,-49,-71,,
7/9/2024 10:32,10,42,W,,-60,-56,,-53,,,-50,,-54,,-63
7/9/2024 10:32,10,42,W,,-61,-56,,-59,,-61,-59,-45,,-49,
7/9/2024 10:32,10,42,W,,,-56,,,,,,-46,,-53,
7/9/2024 10:32,10,42,W,,-60,,,-52,-70,,-51,-44,-68,-53,-80
7/9/2024 10:32,10,42,W,,-60,,-65,-71,-70,,-51,,-53,,
7/9/2024 10:32,10,42,W,,-60,-56,-69,,-61,-58,-52,-49,-57,,-65
7/9/2024 10:32,10,42,W,,,,,-71,,-63,,-49,-68,-49,-63
7/9/2024 10:32,10,42,W,-53,-60,,-66,,-60,-48,-52,-46,-53,-54,
7/9/2024 10:32,10,42,W,-55,-54,-55,,,,-62,-60,-50,-53,-55,-69
7/9/2024 10:32,10,42,W,-57,,-57,,-55,,,,-50,,-53,
7/9/2024 10:32,10,42,W,,,-66,,,,-58,,,-71,,
7/9/2024 10:32,10,42,W,-50,,-56,-62,,-61,-64,-52,-46,-56,-53,
7/9/2024 10:32,10,42,W,,-54,-59,,-53,,,-51,-49,,-49,-81
7/9/2024 10:32,10,42,W,,-60,,,,-60,,-52,-46,-57,,-65
7/9/2024 10:32,10,42,W,-54,-60,,-67,,,,-59,-50,,-53,
7/9/2024 10:32,10,42,W,,-60,,-60,-52,-69,,,,-53,-53,-68
7/9/2024 10:32,10,42,W,-54,-61,-56,,-53,-70,-56,-51,-47,,,-67
7/9/2024 10:32,10,42,W,-51,,,-63,-55,,-47,-59,-45,,-53,-63
7/9/2024 10:32,10,42,W,-54,-59,-57,,-53,,-57,-51,-50,,-47,
7/9/2024 10:32,10,42,W,-51,-60,,,-54,,-58,-52,-45,-54,-59,-69
7/9/2024 10:32,10,42,W,,-60,,-60,,-55,,-52,-45,,-49,-84
7/9/2024 10:32,10,42,W,-51,-60,,-62,-52,-60,-47,-51,-50,,-52,-65
7/9/2024 10:32,10,42,W,-53,-60,-59,,-53,-62,-59,-52,-44,,-48,-70
7/9/2024 10:32,10,42,W,,-55,,,,-71,-47,,-44,-53,-53,-66
7/9/2024 10:32,10,42,W,,,-59,,,-56,,,-51,,-49,-87
7/9/2024 10:32,10,42,W,,-55,-60,-63,,-67,-63,,,,-54,-68
7/9/2024 10:32,10,42,W,,-59,,,-68,,-58,-52,-49,,,
7/9/2024 10:32,10,42,W,,-67,,,,-63,-47,,,-57,-49,
7/9/2024 10:32,10,42,W,,-60,,,-55,,-47,-51,-50,-57,-52,-64
7/9/2024 10:32,10,42,W,,-55,-59,-73,-56,-59,,-59,-45,-56,,-68
7/9/2024 10:33,10,42,W,,,-57,-63,-52,,-58,-52,-50,,-50,-68
7/9/2024 10:33,10,42,W,-51,,,-63,,,,,-46,-57,-54,
7/9/2024 10:33,10,42,W,-54,,-57,-62,-52,-71,-65,,,-54,-53,-63
7/9/2024 10:33,10,42,W,-51,-60,,-63,-53,-60,-47,-59,,-53,-49,-63
7/9/2024 10:33,10,42,W,,-60,-59,,,-67,,-52,,-53,-53,-68
7/9/2024 10:33,10,42,W,,-61,-59,-69,,-60,-71,-52,-45,,-54,
7/9/2024 10:33,10,42,W,,,-57,-61,,,-48,,,-53,-49,-65
7/9/2024 10:33,10,42,W,-51,-54,-60,-67,,,,-59,-45,-57,-53,-69
7/9/2024 10:33,10,42,W,-53,,-57,,-78,,-47,-52,-50,-54,-54,-63
7/9/2024 10:33,10,42,W,,,-60,-68,,-73,-62,-59,-46,-63,-49,-62
7/9/2024 10:33,10,42,W,,-55,-69,,-53,-71,,,-50,,,-69
7/9/2024 10:33,10,42,W,-54,-54,-55,-71,-54,-56,-64,-52,-46,-53,-54,-85
7/9/2024 10:33,10,42,W,-53,,-58,,-52,,,-59,-50,,,-63
7/9/2024 10:33,10,42,W,-55,-54,,-69,,,-63,-59,-50,-68,,
7/9/2024 10:33,10,42,W,-54,,-55,,-53,-56,,-52,-45,-53,-49,-63
7/9/2024 10:33,10,42,W,,-55,-59,-68,-61,-71,,,-50,,-53,-68
7/9/2024 10:33,10,42,W,,,-59,,-65,,-61,,-46,-56,,
7/9/2024 10:33,10,42,W,-54,-61,,-69,,-61,,-51,-46,,,
7/9/2024 10:33,10,42,W,-51,-54,-60,,-52,-72,,,-56,,-49,-74
7/9/2024 10:33,10,42,W,-54,-61,,-72,,-71,,-51,-46,-53,-53,-69
7/9/2024 10:33,10,42,W,,,-58,,-68,-69,-59,-52,-50,-57,,
7/9/2024 10:33,10,42,W,-54,-60,-55,-68,-54,-60,,-64,-45,-67,-49,-66
7/9/2024 10:33,10,42,W,,-55,-56,,-54,,,-58,-50,-71,-49,-74
7/9/2024 10:33,10,42,W,,,,-60,-55,,,,,,,
7/9/2024 10:33,10,42,W,,-61,-59,-68,-53,-70,,-59,-50,-53,,
7/9/2024 10:33,10,42,W,-54,,-55,-61,-55,-60,,-50,-46,-54,-52,
7/9/2024 10:33,10,42,W,,,,-67,,-69,-64,-52,,-54,,
7/9/2024 10:33,10,42,W,-54,-59,,-68,-55,-59,,-50,-50,-70,-53,
7/9/2024 10:33,10,42,W,-52,,-60,,,,-61,,-45,-54,-53,-67
7/9/2024 10:34,10,42,N,,,,,-53,-68,,-51,-53,-53,-50,-75
7/9/2024 10:34,10,42,N,,,,-67,-50,-56,,-46,-49,-62,,-64
7/9/2024 10:34,10,42,N,,-53,-50,,-52,,-53,-50,-54,-66,,-74
7/9/2024 10:34,10,42,N,-59,-58,-57,-70,-49,-65,,-46,,-66,-53,-67
7/9/2024 10:34,10,42,N,,-53,-56,,-52,,-52,,-50,-52,-50,-70
7/9/2024 10:34,10,42,N,,-64,,,-52,,-53,-46,,,-50,
7/9/2024 10:34,10,42,N,,,-57,,,,-53,-47,-54,-63,-50,-70
7/9/2024 10:34,10,42,N,,,,-67,,,-55,-52,-56,-65,-53,-69
7/9/2024 10:34,10,42,N,,-53,,,-51,-70,-56,-51,,-68,-50,
7/9/2024 10:34,10,42,N,-53,-57,,-67,-53,-64,,-46,-49,-62,,-66
7/9/2024 10:35,10,42,N,,,,,-53,-70,-53,-51,-49,-53,-49,-70
7/9/2024 10:35,10,42,N,,-58,-58,,,-67,,-47,-49,,,-67
7/9/2024 10:35,10,42,N,-53,,,,,,-55,,-54,-66,-50,-64
7/9/2024 10:35,10,42,N,-56,-56,,-73,-50,,-52,-48,,-67,-53,
7/9/2024 10:35,10,42,N,,,,-66,-51,,,,-54,-66,-58,-73
7/9/2024 10:35,10,42,N,-56,-59,,,,,,,,-63,-49,-66
7/9/2024 10:35,10,42,N,-57,-54,,,,,-54,,-50,-52,,-66
7/9/2024 10:35,10,42,N,,,,-70,-52,,,-47,,-63,-50,
7/9/2024 10:35,10,42,N,-53,-58,,-69,,,-54,-51,-53,,-49,-70
7/9/2024 10:35,10,42,N,,-57,-50,-73,,,-52,,-51,,,-65
7/9/2024 10:35,10,42,N,,,,,-52,-65,,,-53,-53,-49,-66
7/9/2024 10:35,10,42,N,,,,,-49,,,-50,-59,-67,,-69
7/9/2024 10:35,10,42,N,-53,,,,-52,,-55,,,-53,-50,-70
7/9/2024 10:35,10,42,N,,-58,,,-50,-66,-54,,-54,-68,-50,-65
7/9/2024 10:35,10,42,N,-53,-58,-58,-70,-59,,,,-54,-67,-50,-66
7/9/2024 10:35,10,42,N,,-53,,,-58,,-60,,,-63,-51,-75
7/9/2024 10:35,10,42,N,-53,-63,-58,-72,-52,,,,-54,-66,-50,-64
7/9/2024 10:35,10,42,N,-60,,,,,,,-50,-50,-51,,
7/9/2024 10:35,10,42,N,-58,-53,-57,,,,-54,,-55,-66,-57,-62
7/9/2024 10:35,10,42,N,-57,-57,,,-50,,-55,-51,-50,-69,-54,
7/9/2024 10:35,10,42,N,-57,-59,,,-58,,,-47,-53,-66,,-75
7/9/2024 10:35,10,42,N,-57,-56,-57,-67,-51,,-54,-61,-50,-53,-53,-73
7/9/2024 10:35,10,42,N,-52,,-57,,,,,-47,-53,-65,-50,-67
7/9/2024 10:35,10,42,N,-58,-57,-57,-76,-50,-65,,,,-67,-50,-69
7/9/2024 10:35,10,42,N,-54,-53,,-68,-52,,-55,,-50,-52,,-63
7/9/2024 10:35,10,42,N,,,,,,,,,,,,
7/9/2024 10:35,10,42,N,-57,-59,-57,-78,-49,-69,,,-54,-64,,-69
7/9/2024 10:35,10,42,N,,,,,,,-52,-51,-49,-52,-54,
7/9/2024 10:35,10,42,N,,,,-73,-52,,,-48,-49,-52,-49,
7/9/2024 10:35,10,42,N,,-56,-57,-73,,-65,,,-54,,-50,-67
7/9/2024 10:35,10,42,N,-57,-59,-57,-73,,,,,-49,,-49,-63
7/9/2024 10:35,10,42,N,-56,,,-73,-52,-66,-53,-51,-53,-67,-50,
7/9/2024 10:35,10,42,N,-58,,-57,,-52,,,,-54,-67,-51,-71
7/9/2024 10:35,10,42,N,,-56,,,-52,,-53,-61,-50,,-53,
7/9/2024 10:35,10,42,N,,-59,-51,-69,-52,,,,-55,-69,-49,-69
7/9/2024 10:35,10,42,N,,-57,,-71,-50,-70,-54,,-54,-53,-49,
7/9/2024 10:35,10,42,N,-58,-58,-57,,-51,,,,-47,-80,,-62
7/9/2024 10:35,10,42,N,-54,-53,,-73,,-69,,-47,-53,-59,-58,-69
7/9/2024 10:35,10,42,N,-57,-56,,-69,-49,,-53,-67,-54,,-51,-62
7/9/2024 10:35,10,42,N,-54,-56,-58,-70,-52,-68,-54,-61,-50,-52,-50,-74
7/9/2024 10:36,10,42,N,-58,,-50,-74,-50,,-55,-53,-54,,-49,-67
7/9/2024 10:36,10,42,N,-55,,-58,-69,,,-55,,-54,,-50,-73
7/9/2024 10:36,10,42,N,,,,-70,-58,,,,-53,-63,,-75
7/9/2024 10:36,10,42,N,,,-51,,,-67,-53,-51,-54,-53,-50,
7/9/2024 10:36,10,42,N,-55,-53,,,-52,-65,,,-54,,,
7/9/2024 10:36,10,42,N,-54,,,,-50,-69,,,-54,-52,,-80
7/9/2024 10:36,10,42,N,-58,-58,-57,-73,,-67,,-51,-50,-52,,-73
7/9/2024 10:36,10,42,N,,-54,-59,,-49,-55,,-62,-54,-58,-49,
7/9/2024 10:36,10,42,N,-57,-58,-57,-66,-58,,-53,-48,,-53,-58,
7/9/2024 10:36,10,42,N,,-53,,,-48,-71,-54,,,,-49,
7/9/2024 10:37,10,42,E,,,-66,,-49,-76,-57,,-68,-68,-58,-63
7/9/2024 10:37,10,42,E,-55,-71,-67,-76,-48,,,,-46,,-69,
7/9/2024 10:37,10,42,E,-55,-70,-58,,-49,,,-49,-70,-58,,-77
7/9/2024 10:37,10,42,E,-55,-59,,-61,-48,,,,-74,-68,,
7/9/2024 10:37,10,42,E,,-57,,-61,,-65,-53,-53,-44,-75,-57,-84
7/9/2024 10:37,10,42,E,-55,,-70,,-47,,,-53,-72,,-72,-76
7/9/2024 10:37,10,42,E,,,,-63,,,,-44,,,-69,
7/9/2024 10:37,10,42,E,-55,-69,-72,,-47,,-55,-47,-78,-56,-70,-77
7/9/2024 10:37,10,42,E,,,-58,,-49,,,-45,,-61,,
7/9/2024 10:37,10,42,E,,-57,-56,-83,,,,,,-65,,-62
7/9/2024 10:37,10,42,E,,-70,,-62,,,-54,-45,,-76,-57,-79
7/9/2024 10:37,10,42,E,-54,-59,-76,,-47,-89,-56,-48,,,-65,-67
7/9/2024 10:37,10,42,E,,,-68,,-54,-84,,-45,-44,-58,,-63
7/9/2024 10:37,10,42,E,,-79,,-71,,,-57,,-47,-56,-71,
7/9/2024 10:37,10,42,E,,,,-62,-54,,-52,,-74,,,-63
7/9/2024 10:37,10,42,E,,,-62,-61,-50,,-56,-46,,-56,,-78
7/9/2024 10:37,10,42,E,-62,-57,,-74,,-63,-55,,-45,-59,-68,-65
7/9/2024 10:37,10,42,E,-62,,-57,-62,-48,,-52,-47,,-64,-65,
7/9/2024 10:37,10,42,E,,,,-62,-54,-81,-53,,,-62,-57,-64
7/9/2024 10:37,10,42,E,-54,,,,,,-55,-48,-46,,,-72
7/9/2024 10:37,10,42,E,-72,-75,,,-50,,,,,,,-67
7/9/2024 10:37,10,42,E,-70,-56,-59,-70,-50,,-53,-47,,,-67,
7/9/2024 10:37,10,42,E,-62,,-57,-69,,,-57,-54,-45,-56,,-67
7/9/2024 10:37,10,42,E,,-58,-58,-65,-48,-80,,-46,-46,-57,,
7/9/2024 10:37,10,42,E,,,-57,-61,-49,-80,-52,-46,,-57,,-68
7/9/2024 10:37,10,42,E,,-71,,-68,-48,,-53,,-45,-59,-67,
7/9/2024 10:37,10,42,E,-78,,,,-49,,,,,,-58,-67
7/9/2024 10:37,10,42,E,,-59,,-60,,,-52,-52,,,-73,-71
7/9/2024 10:37,10,42,E,,,-59,,,-69,-56,-53,-46,,-57,-68
7/9/2024 10:37,10,42,E,-72,,-64,-69,-47,,-52,,-75,,-72,-68
7/9/2024 10:37,10,42,E,,-73,-58,-73,-49,,,,,-57,-56,
7/9/2024 10:37,10,42,E,,-59,-57,-66,-48,,,,,-58,-65,-75
7/9/2024 10:37,10,42,E,-59,-72,,,-49,,,-53,,-59,,-63
7/9/2024 10:37,10,42,E,,,-58,-75,,,,-53,,-62,-77,-66
7/9/2024 10:37,10,42,E,,-74,-57,-71,-55,-74,-55,,,-64,-58,-66
7/9/2024 10:37,10,42,E,,,,-61,,,,,,,,-64
7/9/2024 10:37,10,42,E,,,,,-54,,-52,-54,,-57,-60,-64
7/9/2024 10:38,10,42,E,,-57,-65,-66,-48,,-54,,-46,-67,,-69
7/9/2024 10:38,10,42,E,,,-59,,,-68,-55,,-45,-63,-60,-69
7/9/2024 10:38,10,42,E,-58,-74,,-77,,,-53,,,-56,,-67
7/9/2024 10:38,10,42,E,-58,-62,,-72,-55,-68,-56,-54,-46,-59,-59,-69
7/9/2024 10:38,10,42,E,-56,,,-77,-50,-61,,-48,,-57,-69,-63
7/9/2024 10:38,10,42,E,,,-58,-75,,,-56,,,-57,-65,-64
7/9/2024 10:38,10,42,E,-56,-57,-62,-67,,,-54,-47,-71,-57,-70,-67
7/9/2024 10:38,10,42,E,,-58,,,-50,-82,-56,-53,-45,,,-66
7/9/2024 10:38,10,42,E,-62,,-68,,-49,,,-52,,-58,-64,-69
7/9/2024 10:38,10,42,E,-63,,-59,,,-67,,,-44,-60,,-77
7/9/2024 10:38,10,42,E,,-69,-58,-77,-48,,-56,-53,,-62,,-67
7/9/2024 10:38,10,42,E,-61,-61,,,-60,,-54,-47,-72,-69,-78,-73
7/9/2024 10:38,10,42,E,-80,-56,,-70,,,,,-47,,,-67
7/9/2024 10:38,10,42,E,,,-68,,,,-54,-53,,-58,-71,-67
7/9/2024 10:38,10,42,E,-58,,-58,,-50,,,-45,,-56,-70,-70
7/9/2024 10:38,10,42,E,-57,,-73,,,-63,-56,-45,-45,-59,-57,-85
7/9/2024 10:38,10,42,E,,,,-70,,,-55,-45,-86,-62,-69,-68
7/9/2024 10:38,10,42,E,-56,-68,-58,,-49,,-56,-45,-45,-59,-64,-66
7/9/2024 10:38,10,42,E,,,,,-47,-62,-56,,-46,-56,-63,-69
7/9/2024 10:38,10,42,E,,-61,,,-46,,-56,-45,-81,-59,,
7/9/2024 10:38,10,42,E,-53,-77,,,-49,,-62,,,-59,,
7/9/2024 10:38,10,42,E,-55,-60,-58,-61,,,,,-44,-56,-68,
7/9/2024 10:38,10,42,E,,,,,,,,-45,-46,-60,-70,-66
7/9/2024 10:40,2,42,S,,-61,-57,,,-66,,-56,-68,-54,-59,-70
7/9/2024 10:40,2,42,S,,-54,-58,,-57,,,-53,,-55,-58,-74
7/9/2024 10:40,2,42,S,-67,-56,-52,-66,-57,-57,-67,,,,-59,
7/9/2024 10:40,2,42,S,,,,-66,,-57,-63,-56,-59,,-58,
7/9/2024 10:40,2,42,S,,,-49,,,-56,-68,,-68,,-59,-75
7/9/2024 10:40,2,42,S,-68,,-49,-58,,-57,,,-60,-56,,
7/9/2024 10:40,2,42,S,,-62,-58,-58,-58,,-70,-52,-59,-64,-59,-71
7/9/2024 10:40,2,42,S,,-62,-49,-57,,-63,-58,-54,,,-59,-75
7/9/2024 10:40,2,42,S,,,,,,,,,,-55,-59,-75
7/9/2024 10:40,2,42,S,,,-51,,,-57,,-55,-59,,,
7/9/2024 10:40,2,42,S,-66,,-52,,-57,-62,,,-64,-56,-59,-74
7/9/2024 10:40,2,42,S,-66,-68,,,-58,-58,-58,,,-64,-58,-75
7/9/2024 10:40,2,42,S,-56,-56,-52,,-49,,,-52,-65,-63,-59,-74
7/9/2024 10:40,2,42,S,-63,-67,,-65,-58,,-59,-53,-64,,-59,-76
7/9/2024 10:40,2,42,S,-68,-56,,-58,,-58,,,,-67,-59,
7/9/2024 10:40,2,42,S,-69,-62,,,-45,,,-53,,-66,,
7/9/2024 10:40,2,42,S,-63,-61,-58,,,,,,-61,-74,-58,-81
7/9/2024 10:40,2,42,S,,,,,-59,-58,,,,-56,-57,-72
7/9/2024 10:40,2,42,S,,,-58,,-45,,,-52,-69,-57,-58,-72
7/9/2024 10:41,2,42,S,-63,,,-57,,-57,-59,,-62,-57,-58,-75
7/9/2024 10:41,2,42,S,,-56,-58,,-58,,-58,,-62,-56,,
7/9/2024 10:41,2,42,S,-69,-62,-51,,,-58,,-57,,-53,-56,-70
7/9/2024 10:41,2,42,S,,-56,-58,-67,-49,,-57,,-63,-57,,-75
7/9/2024 10:41,2,42,S,-69,-65,-58,-68,,-58,-51,,,,,-78
7/9/2024 10:41,2,42,S,,,,-58,-48,,-73,,,-63,-59,
7/9/2024 10:41,2,42,S,,-60,-52,-67,,,-58,-58,-70,-53,,-76
7/9/2024 10:41,2,42,S,-69,-63,-58,,-49,,,-57,,-53,,-76
7/9/2024 10:41,2,42,S,-56,-62,-51,-70,-44,-58,,-55,-61,,-59,
7/9/2024 10:41,2,42,S,-64,-68,,-57,-58,,-51,,,-53,-59,-74
7/9/2024 10:41,2,42,S,,-61,-51,-67,,,,,-68,-54,-59,
7/9/2024 10:41,2,42,S,-56,,-49,-66,-49,,-58,,,-57,,
7/9/2024 10:41,2,42,S,,,,,,,-51,,-60,-54,-59,
7/9/2024 10:41,2,42,S,-64,,-58,-67,-58,,-51,-55,,-67,-58,-74
7/9/2024 10:41,2,42,S,-66,-61,,-64,-57,-72,-69,-57,-59,-54,-59,-77
7/9/2024 10:41,2,42,S,-66,-68,-65,,,-58,-56,-53,,,-59,
7/9/2024 10:41,2,42,S,,-59,-52,-75,-58,-58,-73,,-60,-54,-59,-73
7/9/2024 10:41,2,42,S,,-55,,-69,,,,-52,,,,-77
7/9/2024 10:41,2,42,S,,,-63,,-58,,-50,-59,,-54,-59,-75
7/9/2024 10:41,2,42,S,,-63,-64,-57,-48,,,,-68,,-59,-74
7/9/2024 10:41,2,42,S,,,-49,,-44,-57,,-53,-60,,,-74
7/9/2024 10:41,2,42,S,-64,,-52,,-49,-57,-51,-56,,-55,-75,
7/9/2024 10:41,2,42,S,,-55,-49,-57,,-73,,-53,-60,-67,-57,
7/9/2024 10:41,2,42,S,,,,,-59,,,,,-56,,-74
7/9/2024 10:41,2,42,S,-70,-69,,-58,,-58,,-52,-67,-53,-59,-75
7/9/2024 10:41,2,42,S,,-63,,,,-58,-51,-53,-68,,-59,-75
7/9/2024 10:41,2,42,S,,-56,-52,,-58,-57,,-55,,-56,,-74
7/9/2024 10:41,2,42,S,,,-50,-69,,,,,-58,-54,-59,
7/9/2024 10:41,2,42,S,,-66,,-57,,,,-53,-61,-55,,-73
7/9/2024 10:41,2,42,S,-69,-62,-58,,,,,,,-54,-57,-72
7/9/2024 10:41,2,42,S,-67,,-52,,-48,-57,-80,-57,-68,-56,-59,-75
7/9/2024 10:41,2,42,S,-55,-62,-49,-65,,,,-59,-67,-56,-59,
7/9/2024 10:41,2,42,S,-55,,-51,,,,,-53,-61,-52,-59,
7/9/2024 10:41,2,42,S,,,-51,,-59,,,,-70,-53,-59,-76
