time,x,y,direction,E5:53:39:5F:31:1A,F8:9D:4B:5D:44:F4,FD:AF:34:29:05:FE,C6:62:EC:2D:90:AB,D6:77:D9:C0:A6:54,FA:C4:4A:07:18:9F,C4:35:CE:FD:FB:DF,CC:7F:D5:E0:41:92,D7:B8:72:01:49:AC,C5:EB:92:59:4D:1A,C2:80:A9:28:D0:79,FC:92:D5:14:99:90
7/12/2024 9:51,10,2,E,-70,,-51,-40,-67,-57,,-61,-64,-72,-68,-73
7/12/2024 9:51,10,2,E,,,-51,,-52,-58,-56,-61,-60,-71,,-66
7/12/2024 9:51,10,2,E,-71,-58,-60,-40,,,-52,-60,,-68,-62,
7/12/2024 9:51,10,2,E,-67,,-51,-45,-55,-60,-55,-53,,-69,-79,-69
7/12/2024 9:51,10,2,E,-71,-59,-61,,,-58,-52,,-68,-66,-67,
7/12/2024 9:51,10,2,E,,-58,,-52,,-58,,,,-69,-79,-66
7/12/2024 9:51,10,2,E,-66,,-56,-40,,-58,-71,,-54,-69,-68,-78
7/12/2024 9:51,10,2,E,-68,,,,-52,-57,-56,,-60,-75,,-69
7/12/2024 9:51,10,2,E,,,-57,,,-58,,-60,-54,-72,-68,
7/12/2024 9:51,10,2,E,,,-56,,-66,-60,,-61,-55,-64,-67,
7/12/2024 9:51,10,2,E,,,-59,-45,-55,-58,,-61,-67,-65,-69,-77
7/12/2024 9:52,10,2,E,-76,-58,,-52,,-58,-55,-61,-62,-74,-78,
7/12/2024 9:52,10,2,E,-65,-57,-51,,,-60,-73,-60,-55,-72,,
7/12/2024 9:52,10,2,E,-73,-57,,-52,-55,-57,-59,-52,,-71,-77,-69
7/12/2024 9:52,10,2,E,-66,-59,-56,,-52,,-52,,-63,-69,-69,-70
7/12/2024 9:52,10,2,E,-72,,-57,-45,-71,-57,-75,-52,-54,-73,,-77
7/12/2024 9:52,10,2,E,-70,-57,-60,-44,-55,-58,-74,-61,-54,-71,-67,-74
7/12/2024 9:52,10,2,E,-75,-58,,-52,-54,,-56,-52,-60,-66,-76,-76
7/12/2024 9:52,10,2,E,,,,,,-58,-56,,-61,-68,-67,-69
7/12/2024 9:52,10,2,E,-71,-59,-56,-39,-55,-57,-76,-61,-59,,-75,-69
7/12/2024 9:52,10,2,E,-70,-58,-60,-39,,-59,-52,-61,-54,-72,-73,
7/12/2024 9:52,10,2,E,-64,-59,-56,-39,-54,,,-54,-59,-69,,-73
7/12/2024 9:52,10,2,E,-75,-69,,,,-58,-56,-61,-67,-69,-68,-66
7/12/2024 9:52,10,2,E,-75,,-57,-52,-54,,,,-61,,,-80
7/12/2024 9:52,10,2,E,-68,,-57,-41,-55,,-52,-60,-54,-70,,-75
7/12/2024 9:52,10,2,E,,-58,-56,-52,-53,,,-53,-61,,-67,-69
7/12/2024 9:52,10,2,E,,,-62,-40,-54,,-55,-62,-54,-67,-62,-74
7/12/2024 9:52,10,2,E,,-59,,,-55,,-76,,-54,-71,-62,-66
7/12/2024 9:52,10,2,E,,,-59,-45,-55,,,-62,-53,-70,-69,-77
7/12/2024 9:52,10,2,E,,,-62,,-55,-59,-78,-59,,,-78,
7/12/2024 9:52,10,2,E,-76,-59,-57,-45,-55,-60,-52,-62,-66,-70,-69,-75
7/12/2024 9:52,10,2,E,-77,-59,-56,-39,-55,-58,-77,-52,-58,-65,-76,-69
7/12/2024 9:52,10,2,E,-65,-72,-55,,-55,-61,-71,-62,-55,-69,-64,-74
7/12/2024 9:52,10,2,E,,-59,,,-55,-61,-50,-60,-59,-69,,-66
7/12/2024 9:52,10,2,E,,,-51,,-70,-57,-56,-54,-65,-69,-66,-79
7/12/2024 9:52,10,2,E,-68,-59,,-40,-55,-58,,-60,-60,,-75,-74
7/12/2024 9:52,10,2,E,-67,,-51,-52,,-57,-56,-59,-70,,-68,-79
7/12/2024 9:52,10,2,E,-75,,-56,,-53,-58,-74,-55,,-70,-78,-66
7/12/2024 9:52,10,2,E,-70,-58,-51,,,-60,-52,,-54,-69,,-65
7/12/2024 9:52,10,2,E,,-58,-60,-45,-55,-59,-52,,-53,-70,-83,
7/12/2024 9:52,10,2,E,,,,,-55,-59,-56,,-53,-73,-69,-74
7/12/2024 9:52,10,2,E,-69,-58,-60,,-55,-57,-75,-60,-59,-69,-77,-67
7/12/2024 9:52,10,2,E,-69,,-51,-44,-65,,-52,-53,-53,-67,-68,
7/12/2024 9:52,10,2,E,,-59,,,,,-74,,-60,,,-73
7/12/2024 9:52,10,2,E,-73,,,-45,-55,-57,,,,-71,-80,-68
7/12/2024 9:52,10,2,E,,,-51,,-55,-60,,,,-68,,-66
7/12/2024 9:52,10,2,E,-69,,-52,,-56,-60,-56,-53,,-67,-80,-69
7/12/2024 9:52,10,2,E,-70,,,-43,,-57,,,-53,-64,,-79
7/12/2024 9:52,10,2,E,,,-59,-53,-70,,-55,,-54,,,-65
7/12/2024 9:52,10,2,E,-65,,-61,-40,-55,-58,,,-60,-70,-64,-70
7/12/2024 9:52,10,2,E,-70,,-57,-50,,-61,,,-60,-69,-79,-72
7/12/2024 9:53,10,2,E,,-68,-51,-45,-54,,,,,-65,-66,-75
7/12/2024 9:53,10,2,E,-74,,,-53,-66,-58,-73,-53,,-69,-69,-73
7/12/2024 9:53,10,2,E,-70,-58,-60,,-55,,-52,-63,,-65,,
7/12/2024 9:53,10,2,E,,-69,-61,-52,-56,,-56,-53,-66,-67,,-67
7/12/2024 9:54,10,18,S,-55,-56,-70,-68,-46,-51,-49,-49,-52,-55,,
7/12/2024 9:54,10,18,S,-55,-52,-60,-59,-46,-57,,-50,,-55,-63,-66
7/12/2024 9:54,10,18,S,,-56,,-58,-54,-59,-44,-49,-58,-55,-57,-66
7/12/2024 9:54,10,18,S,,-55,,-59,,-58,,-49,,,,-63
7/12/2024 9:54,10,18,S,-54,,-61,-57,,,,-49,-52,,-56,-69
7/12/2024 9:54,10,18,S,-56,-51,,,,-56,-45,-48,-50,-54,-62,
7/12/2024 9:54,10,18,S,,,-69,-61,,-52,-48,-49,-59,-55,-63,-62
7/12/2024 9:54,10,18,S,-55,-51,,-56,-46,,,-47,-51,,,-70
7/12/2024 9:54,10,18,S,-55,,-66,-62,-45,-52,-48,-50,,-54,-56,-62
7/12/2024 9:54,10,18,S,-69,,-61,-55,-52,-56,-46,,-50,-54,-62,
7/12/2024 9:54,10,18,S,-55,,-60,-58,-45,,-48,-48,-58,-60,-57,-74
7/12/2024 9:54,10,18,S,-58,,,,-48,-58,-48,-47,,-55,,-74
7/12/2024 9:54,10,18,S,,,,-55,-48,,-44,-49,-58,-55,-57,-68
7/12/2024 9:54,10,18,S,,-51,,,,-58,-46,-49,-50,,-63,-72
7/12/2024 9:54,10,18,S,,-56,-70,-61,,,-48,-49,-51,,-56,-62
7/12/2024 9:54,10,18,S,-54,-51,,-59,-46,,,-50,,,,
7/12/2024 9:54,10,18,S,,,-61,,-47,,-46,-50,-59,-55,-56,-68
7/12/2024 9:54,10,18,S,-79,,,,-46,-56,-45,-49,-57,-54,-69,
7/12/2024 9:54,10,18,S,-56,-51,,-59,-48,-57,,-48,-57,-62,-55,
7/12/2024 9:54,10,18,S,-74,-59,,-56,,-58,,-50,-62,-57,-78,-62
7/12/2024 9:55,10,18,S,-55,-52,-67,,-46,,-47,-50,-52,-55,-63,
7/12/2024 9:55,10,18,S,-69,-59,,,,,-45,-49,,-60,-72,-69
7/12/2024 9:55,10,18,S,,-52,,-59,-54,,-46,-49,-51,,,
7/12/2024 9:55,10,18,S,-68,-59,-71,-55,,-57,-46,,,-54,-71,
7/12/2024 9:55,10,18,S,-55,-51,,-55,,-59,-47,,-49,-61,,-64
7/12/2024 9:55,10,18,S,-63,-58,-65,,-47,-57,-44,,-51,-53,-64,
7/12/2024 9:55,10,18,S,-68,,-59,,-46,,-49,,-47,-62,-71,-63
7/12/2024 9:55,10,18,S,-58,-52,,,-46,-58,-46,-48,,-56,-67,
7/12/2024 9:55,10,18,S,,-63,-67,,-48,,-44,,-49,-61,,-81
7/12/2024 9:55,10,18,S,,,-60,,-48,,-45,-48,-66,,,-67
7/12/2024 9:55,10,18,S,-55,,,-61,,-58,-45,-48,,-53,-79,
7/12/2024 9:55,10,18,S,,-51,-60,,,-58,-46,,,-54,-56,
7/12/2024 9:55,10,18,S,-55,-61,-62,-56,-48,,,,-50,-55,-77,-71
7/12/2024 9:55,10,18,S,,-52,-61,-56,-45,-58,-47,,,-61,,
7/12/2024 9:55,10,18,S,-58,-60,-60,-61,,,,,-52,-55,,-71
7/12/2024 9:55,10,18,S,-58,-51,-63,-56,-45,-61,-46,-49,,,-57,-68
7/12/2024 9:55,10,18,S,-69,,-68,-57,-46,,-49,,-54,-55,-56,-73
7/12/2024 9:55,10,18,S,,,-58,,-46,,,,-48,-55,,
7/12/2024 9:55,10,18,S,-73,-51,-57,-55,-45,-51,-45,-48,-48,-54,-68,-71
7/12/2024 9:55,10,18,S,-56,-61,-60,-55,,,-45,,-53,,-57,-71
7/12/2024 9:55,10,18,S,,,-61,,-48,,,,,,,
7/12/2024 9:55,10,18,S,,,-67,,,,,-47,,-54,-66,-69
7/12/2024 9:55,10,18,S,,,-57,,-46,,-46,-47,,-61,-62,-73
7/12/2024 9:55,10,18,S,-79,-56,,,,,-46,-55,,-53,,
7/12/2024 9:55,10,18,S,,,-59,-56,-46,,-48,,,-54,-68,-73
7/12/2024 9:55,10,18,S,-59,,-59,-64,-46,,-45,,-53,-61,-56,-72
7/12/2024 9:55,10,18,S,,-62,-61,-56,-47,-58,,-48,-60,-53,,-73
7/12/2024 9:55,10,18,S,,,,,,,,,,,,-72
7/12/2024 9:55,10,18,S,-76,,-60,-67,-45,-50,-53,-47,,-54,-59,-72
7/12/2024 9:55,10,18,S,-55,-55,-71,,-53,-56,-47,-47,,-53,,-74
7/12/2024 9:55,10,18,S,,,,,,,-46,,-52,-61,-62,
7/12/2024 9:55,10,18,S,-61,-60,,,-46,,-45,-47,,-55,-89,-62
7/12/2024 9:55,10,18,S,,-59,-60,-61,-48,-58,-48,-48,-50,-55,-57,
7/12/2024 9:55,10,18,S,-77,-51,,-58,-52,-57,,,,-61,,-69
7/12/2024 9:55,10,18,S,-73,,-59,,,-60,,-47,-60,-56,-58,-68
7/12/2024 9:55,10,18,S,-56,-55,,,-47,,,,-51,-55,-58,
7/12/2024 9:55,10,18,S,,,-60,-55,-46,-57,-46,-48,-50,-62,-64,-71
7/12/2024 9:55,10,18,S,-56,-56,-71,,,-56,-46,-48,-50,,,
7/12/2024 9:55,10,18,S,-56,-71,-70,,-48,-55,,,-59,-55,-57,-72
7/12/2024 9:56,10,18,S,-59,-51,-59,,,-56,-44,-48,-50,-61,-57,-63
7/12/2024 9:57,10,18,W,,,-59,-62,-56,-75,-46,-68,-56,-58,-58,-66
7/12/2024 9:57,10,18,W,,,,,-52,-52,-44,,,-58,,-63
7/12/2024 9:57,10,18,W,,,-58,,-47,-72,-46,,-55,-52,-57,-67
7/12/2024 9:57,10,18,W,-56,-54,-56,-57,-47,,-46,-67,-53,-59,-58,-62
7/12/2024 9:57,10,18,W,-55,-44,-52,,-47,,-46,-51,-54,-57,-56,-62
7/12/2024 9:57,10,18,W,-55,-41,,-62,-52,,-44,,-55,-52,-57,-62
7/12/2024 9:57,10,18,W,,,-52,,,-80,,-72,,-57,-65,-68
7/12/2024 9:57,10,18,W,,,-58,,,,-44,-50,,-53,,-64
7/12/2024 9:57,10,18,W,,-45,-56,-58,-47,,-46,-52,-57,-58,,-62
7/12/2024 9:57,10,18,W,-59,,,,-47,,-44,-50,-48,-59,-59,-67
7/12/2024 9:57,10,18,W,,-41,-52,-56,-48,,-45,,-55,,-55,-67
7/12/2024 9:57,10,18,W,-59,,-48,-61,,-53,-47,,-47,-59,-59,
7/12/2024 9:57,10,18,W,-55,-43,,-61,,,,,-57,-56,,
7/12/2024 9:57,10,18,W,-55,,-47,,-47,,-44,-50,-48,-57,-58,-67
7/12/2024 9:57,10,18,W,,,-52,-70,-47,-80,,,-62,-56,-57,-66
7/12/2024 9:57,10,18,W,-56,-45,-52,-60,,,,-73,-53,-58,-56,-62
7/12/2024 9:57,10,18,W,,-41,-57,,-47,-79,-45,,-57,-59,-55,-62
7/12/2024 9:57,10,18,W,,-42,,-61,-52,,-44,,-47,-56,,-66
7/12/2024 9:57,10,18,W,-56,-44,-52,-58,-47,,-47,,,,-58,-63
7/12/2024 9:58,10,18,W,-55,-42,,-62,,,-46,-50,-54,-59,-61,-64
7/12/2024 9:58,10,18,W,,,,,-47,-81,-45,,-56,-55,-56,-69
7/12/2024 9:58,10,18,W,,-42,-47,-57,,,,-51,-53,-58,-55,-63
7/12/2024 9:58,10,18,W,,-42,-47,,-47,,,,-56,-57,-57,-62
7/12/2024 9:58,10,18,W,-54,-42,-48,,,,-43,-51,-47,-52,-55,
7/12/2024 9:58,10,18,W,-68,-44,-63,-67,-47,,-46,-56,,-56,-57,
7/12/2024 9:58,10,18,W,-59,,,,-47,,-45,,-55,-53,-55,
7/12/2024 9:58,10,18,W,,-54,-47,,,,-45,-50,-56,-57,-57,-67
7/12/2024 9:58,10,18,W,-56,,,-66,-53,,-46,,,-53,-55,-62
7/12/2024 9:58,10,18,W,-60,-43,-47,,-47,,-57,,-53,-58,-57,-76
7/12/2024 9:58,10,18,W,-60,-44,-57,-60,,-55,-44,-50,-54,-53,-55,-67
7/12/2024 9:58,10,18,W,-55,,-47,-68,-55,,-44,-50,-57,-57,-57,-62
7/12/2024 9:58,10,18,W,,,-47,,,,-43,,-54,,,
7/12/2024 9:58,10,18,W,-60,-43,-47,,-47,-75,,-49,-56,-59,-56,-68
7/12/2024 9:58,10,18,W,-55,,-51,-57,-52,-54,-45,,,-57,-58,-68
7/12/2024 9:58,10,18,W,-61,-42,-48,,-47,,-45,,-56,-58,-55,-68
7/12/2024 9:58,10,18,W,,-43,,,-52,,-45,-49,-47,-56,-59,-66
7/12/2024 9:58,10,18,W,-61,-43,-48,,-57,,-45,,-56,-67,-72,
7/12/2024 9:58,10,18,W,-55,,-58,-62,,,-46,-51,-47,-57,-56,
7/12/2024 9:58,10,18,W,,-43,-47,-60,-52,-75,,,-56,-53,-56,
7/12/2024 9:58,10,18,W,-55,,-52,,,-54,-57,-67,-48,-56,,-64
7/12/2024 9:58,10,18,W,-61,,,,-47,-73,,,-54,-53,-56,
7/12/2024 9:58,10,18,W,,-44,,,,,-46,-51,,-58,,-64
7/12/2024 9:58,10,18,W,,-42,-47,,,,,-68,-55,-58,-60,
7/12/2024 9:58,10,18,W,-74,-60,,-62,,,-59,-68,,,,-78
7/12/2024 9:58,10,18,W,-74,-60,,-76,-63,-89,,,-64,-72,-71,-78
7/12/2024 9:58,10,18,W,,-44,-68,-62,,,,-51,,-56,-60,-68
7/12/2024 9:58,10,18,W,-71,-60,-58,-63,-63,-86,-44,,-70,-68,-55,
7/12/2024 9:58,10,18,W,,,-65,,,-70,,-83,-69,-68,-71,
7/12/2024 9:58,10,18,W,-61,-60,,-61,-55,,-60,,-70,-53,-70,
7/12/2024 9:58,10,18,W,,-42,-52,,,,-46,,-55,-57,,-70
7/12/2024 9:58,10,18,W,,,-72,-72,-63,,,,-70,,-71,-84
7/12/2024 9:58,10,18,W,-69,,-64,,-72,-69,,-65,-64,-71,,
7/12/2024 9:58,10,18,W,-62,-49,-57,-62,-47,,,,-53,-59,,-64
7/12/2024 9:58,10,18,W,-70,,-52,,-55,,,-68,-47,-72,,-79
7/12/2024 9:58,10,18,W,,-60,-64,-77,,,,,-71,-70,-68,-77
7/12/2024 9:58,10,18,W,-71,-60,-71,-63,,,-43,,,-70,,
7/12/2024 9:58,10,18,W,,-44,-52,-57,-46,,,,-53,-55,-57,-66
7/12/2024 9:59,10,18,W,-68,,-52,-72,,,-61,-66,-69,-71,-73,
7/12/2024 9:59,10,18,W,,-60,,-77,-63,,-58,-68,-71,-53,-58,
7/12/2024 9:59,10,18,W,-55,-44,-51,,-47,,-58,,-53,-56,-56,-64
7/12/2024 10:00,10,18,N,,,-46,,-46,-55,-50,,-47,-70,,
7/12/2024 10:00,10,18,N,-63,-49,-70,-63,-47,-51,-43,-48,-43,-70,-62,-65
7/12/2024 10:00,10,18,N,,-45,-65,,-61,-70,,,-46,-75,-70,-84
7/12/2024 10:00,10,18,N,-71,,-80,,-65,,-59,,-52,-79,-70,-87
7/12/2024 10:00,10,18,N,,-50,-63,-61,,,,,-42,-69,-61,-66
7/12/2024 10:00,10,18,N,,,-67,,-49,-51,-60,-46,-58,,,-72
7/12/2024 10:00,10,18,N,-78,-66,,-77,-65,,-65,,-48,-78,,
7/12/2024 10:00,10,18,N,-57,,,,,-67,-42,-50,-43,-69,-61,-83
7/12/2024 10:00,10,18,N,,-50,-63,-62,,,,-48,-48,-82,-69,-64
7/12/2024 10:00,10,18,N,,-50,,,,-67,,,-47,-68,-61,-79
7/12/2024 10:00,10,18,N,-62,,,,,-54,-42,,-42,-67,-61,
7/12/2024 10:00,10,18,N,-79,,-65,-76,-65,-53,-44,-67,-50,-82,-76,-67
7/12/2024 10:00,10,18,N,-70,,-79,,-62,,,-68,-59,-71,,-78
7/12/2024 10:00,10,18,N,,,-63,,-62,-70,,-65,-63,-82,-71,-78
7/12/2024 10:00,10,18,N,,-64,-78,-78,-59,-70,-61,,-58,-76,-75,-78
7/12/2024 10:00,10,18,N,-77,-66,-78,-77,-66,-70,,,-58,-81,-76,-84
7/12/2024 10:00,10,18,N,,-66,,,,,-58,-61,,,-70,-83
7/12/2024 10:00,10,18,N,,-67,-63,-75,-66,,,,-59,-82,,-79
7/12/2024 10:00,10,18,N,-71,-61,,-77,-66,,,-68,-58,,-90,-80
7/12/2024 10:00,10,18,N,-78,,-63,-76,-66,,,-68,-63,,-70,-79
7/12/2024 10:00,10,18,N,-67,-61,,,,,-65,-60,-67,-74,,-85
7/12/2024 10:00,10,18,N,-67,,,-75,,-70,-60,,-58,-78,-75,
7/12/2024 10:00,10,18,N,-66,,-78,,-60,-70,-66,-68,-66,-74,,-86
7/12/2024 10:00,10,18,N,-66,-61,,-76,,,,-61,-63,,-70,-82
7/12/2024 10:00,10,18,N,-77,,,,-61,,-60,-68,-58,-75,-70,
7/12/2024 10:00,10,18,N,,-65,-78,,,,-66,-68,-58,,-75,
7/12/2024 10:00,10,18,N,-66,-66,,,,,,,-58,-81,-70,-79
7/12/2024 10:00,10,18,N,-71,-61,,,-65,,,-61,,-74,-75,-83
7/12/2024 10:00,10,18,N,,,,,,-69,-50,,-48,,-75,-79
7/12/2024 10:00,10,18,N,,-61,,,,-69,,-64,-59,-74,-75,-85
7/12/2024 10:00,10,18,N,-79,,,-75,,,-58,,-63,,-70,
7/12/2024 10:00,10,18,N,-64,-65,,,-61,-68,-60,,,-74,-76,-86
7/12/2024 10:00,10,18,N,-65,-61,,-77,-65,-68,-67,-65,-58,-81,-75,
7/12/2024 10:00,10,18,N,-67,-61,,,,,,-67,-58,-73,-91,-80
7/12/2024 10:00,10,18,N,,-50,-68,,-48,-55,-45,-45,-43,-59,-62,-70
7/12/2024 10:00,10,18,N,-66,-51,,,-60,-67,-67,-68,-47,-83,,-74
7/12/2024 10:00,10,18,N,-78,-61,,-76,-65,-69,,,-59,-75,-69,
7/12/2024 10:01,10,18,N,-66,,-49,-61,,-54,-60,-45,-67,-76,-75,
7/12/2024 10:01,10,18,N,-51,-65,-49,-76,,,,-49,-42,-61,-61,-69
7/12/2024 10:01,10,18,N,-71,,-64,-76,-60,-67,,,-59,-78,-77,-85
7/12/2024 10:01,10,18,N,-66,-61,-79,-75,,,-61,,-62,-76,-72,
7/12/2024 10:01,10,18,N,-79,,,,-60,,-58,,-62,-80,-70,-78
7/12/2024 10:01,10,18,N,-66,,,-76,,,-61,-64,,-76,-70,
7/12/2024 10:01,10,18,N,-78,-61,-64,-75,,-66,-67,-48,-57,-78,-77,-81
7/12/2024 10:01,10,18,N,-66,-61,-64,,-65,-67,-66,,-59,-77,,-87
7/12/2024 10:01,10,18,N,-67,,,-78,,-67,-58,-65,-67,-81,-79,-85
7/12/2024 10:01,10,18,N,,,-65,-77,,,-67,-64,-63,-74,,-77
7/12/2024 10:01,10,18,N,,,,-77,-59,,-60,-67,-66,-82,-71,-82
7/12/2024 10:01,10,18,N,-67,-64,-77,-61,-62,-70,-61,-65,-63,-74,,
7/12/2024 10:01,10,18,N,-69,,-63,-72,,,-57,-56,-59,-75,-79,-81
7/12/2024 10:01,10,18,N,-71,-67,-65,-79,,,,,-60,,-79,-81
7/12/2024 10:01,10,18,N,,-67,,-74,-65,,,,-68,-81,-92,-87
7/12/2024 10:01,10,18,N,,-60,,-76,,,-67,-64,-62,-76,-70,-84
7/12/2024 10:01,10,18,N,-71,,,,,,,-67,-59,-77,-77,-84
7/12/2024 10:01,10,18,N,-66,-65,-66,,-66,-69,,-68,-62,-75,-71,-83
7/12/2024 10:01,10,18,N,,,,-74,,-67,-67,-65,-62,-80,-70,
7/12/2024 10:01,10,18,N,,-50,-46,-58,-43,-51,-43,,-46,-68,-63,
7/12/2024 10:01,10,18,N,,,-46,-62,-43,,-45,,,-66,,
7/12/2024 10:01,10,18,N,,,,-58,-44,,-44,,-49,-71,-54,-73
7/12/2024 10:01,10,18,N,-65,-60,,,-65,,-66,-67,-62,-82,,-85
7/12/2024 10:02,10,18,E,-51,,-52,-55,,,,,-49,,,-75
7/12/2024 10:02,10,18,E,,-57,,-74,-50,-53,-43,-47,,-68,,
7/12/2024 10:02,10,18,E,-56,,-68,-71,-65,-60,,-61,-49,-85,-77,-71
7/12/2024 10:02,10,18,E,-75,-67,-75,,-66,-64,,,,-74,,-82
7/12/2024 10:02,10,18,E,-50,-62,-51,-56,-45,,-42,-46,-48,,,-70
7/12/2024 10:02,10,18,E,-60,-52,-60,,,-45,,-47,-44,-71,-56,-81
7/12/2024 10:02,10,18,E,-67,-70,,,-61,,,-63,-60,,,-87
7/12/2024 10:02,10,18,E,-74,-69,-53,-80,-66,-64,-47,,-44,,-61,
7/12/2024 10:02,10,18,E,,,,-56,-45,-48,-40,-45,-48,-61,-61,
7/12/2024 10:02,10,18,E,,-69,-68,-70,,,,-60,-63,,-70,
7/12/2024 10:02,10,18,E,-66,-69,-67,,-62,-60,-63,-63,,,,
7/12/2024 10:02,10,18,E,-74,-67,-75,,,-63,-58,,-64,-76,,-84
7/12/2024 10:02,10,18,E,-66,,,-71,-61,-74,-63,-63,-60,-87,-75,-87
7/12/2024 10:02,10,18,E,,-67,-75,,-66,-61,-59,-63,-61,-82,-70,-85
7/12/2024 10:02,10,18,E,-75,-69,-68,-71,,-44,-57,-72,-59,-74,,-86
7/12/2024 10:02,10,18,E,-72,-67,-75,,,,,-61,-64,,-69,-83
7/12/2024 10:02,10,18,E,,,-68,-80,,-64,-60,-61,-60,-74,-78,-87
7/12/2024 10:02,10,18,E,,,-68,,,-61,,-72,-64,-79,-70,-83
7/12/2024 10:02,10,18,E,,-70,-68,-71,-67,-61,,-61,-60,-75,,-85
7/12/2024 10:02,10,18,E,,-67,,,,,-60,,,-75,-77,-85
7/12/2024 10:02,10,18,E,-62,-66,-75,-81,,-64,-63,,-60,-75,-76,
7/12/2024 10:02,10,18,E,-72,,,-79,,-64,-60,-72,-64,-81,-76,
7/12/2024 10:02,10,18,E,-66,-71,-75,-71,-61,-60,-57,-61,-60,-75,-77,-82
7/12/2024 10:02,10,18,E,,-68,-74,-71,,-64,-63,-73,-63,,-70,
7/12/2024 10:02,10,18,E,,-67,-67,-80,-61,,-57,-61,-60,,-77,-85
7/12/2024 10:02,10,18,E,-66,-67,-75,-80,-52,,-59,-61,-59,-75,-70,-85
7/12/2024 10:03,10,18,E,-75,-68,-75,,-66,-60,,-61,-60,-82,-78,
7/12/2024 10:03,10,18,E,-71,,,,-66,,,-71,-64,-73,-69,
7/12/2024 10:03,10,18,E,,-67,,,,-64,-59,-59,-60,-75,-77,-81
7/12/2024 10:03,10,18,E,-72,-68,,-72,-61,-48,,-71,-62,-82,-71,-83
7/12/2024 10:03,10,18,E,-75,-67,-68,-72,-61,-60,,-61,-59,-86,-79,-85
7/12/2024 10:03,10,18,E,,,-75,,,-62,-59,-61,-60,,-77,-83
7/12/2024 10:03,10,18,E,,-66,,-81,-65,-60,-63,-73,-64,,-77,-85
7/12/2024 10:03,10,18,E,-72,,,-71,-66,-64,-64,,-63,-86,-70,-81
7/12/2024 10:03,10,18,E,,-68,-74,,-61,,-62,,-60,-74,-78,
7/12/2024 10:03,10,18,E,-50,,-52,-57,,,-47,-47,,-61,-67,-66
7/12/2024 10:03,10,18,E,-74,-67,-74,-74,-61,,-60,-55,-44,,-62,-86
7/12/2024 10:03,10,18,E,,-69,-74,,,,-59,,-63,-82,-70,-87
7/12/2024 10:03,10,18,E,-57,,-60,-56,-44,,,-56,,-67,,
7/12/2024 10:03,10,18,E,-56,-52,-59,-67,-43,-57,-41,-46,-52,,-54,
7/12/2024 10:03,10,18,E,-60,,,,-61,,-63,-72,-64,-81,-76,-86
7/12/2024 10:03,10,18,E,-72,,,-70,,-61,-62,-71,-62,-84,-69,-83
7/12/2024 10:03,10,18,E,-74,-67,-72,,-61,-61,,,-60,-74,-83,-83
7/12/2024 10:03,10,18,E,,,,-70,,-63,-62,-61,-58,-88,-76,-86
7/12/2024 10:03,10,18,E,-72,,-58,-78,,,-63,-70,-63,-85,-77,-86
7/12/2024 10:03,10,18,E,,,,-70,,-64,,-71,-64,-85,-70,-90
7/12/2024 10:03,10,18,E,-73,-69,,,-67,,,,-64,-83,-78,
7/12/2024 10:03,10,18,E,,,-74,-69,-61,-60,-59,,-65,-75,-76,-85
7/12/2024 10:03,10,18,E,,-52,,-71,-45,-45,,-56,-44,-71,,-80
7/12/2024 10:03,10,18,E,-50,-69,,-56,,-48,-47,-71,-64,-83,,
7/12/2024 10:03,10,18,E,,,-58,-56,-45,-46,-49,,-45,-72,,-74
7/12/2024 10:03,10,18,E,,,-68,-71,,-58,-64,,-63,-75,-55,-84
7/12/2024 10:03,10,18,E,,,,-57,-51,,-49,-54,-45,-69,-70,-73
7/12/2024 10:03,10,18,E,,,-53,-56,,-46,-47,-47,-49,,,-70
7/12/2024 10:03,10,18,E,-57,-53,-58,-57,-45,-57,-42,,-43,,-66,-72
7/12/2024 10:03,10,18,E,-50,-52,-52,,-44,,-41,-45,-49,-61,-55,-76
7/12/2024 10:03,10,18,E,-67,-69,,-71,-61,-60,-63,,-48,,-76,-84
7/12/2024 10:03,10,18,E,,-71,-68,,-67,-64,,,,-82,-69,-81
7/12/2024 10:03,10,18,E,-72,,,-57,,,,,-60,-84,-76,
7/12/2024 10:03,10,18,E,,-69,,-71,-66,,-57,,-64,,,-86
7/12/2024 10:05,10,26,S,-51,-49,-53,-68,-52,-61,-61,-57,-40,-66,-59,
7/12/2024 10:05,10,26,S,-48,,-63,,-55,-62,,,-44,-63,-62,-61
7/12/2024 10:05,10,26,S,-55,,,-81,,-77,-55,,-57,-61,,-75
7/12/2024 10:05,10,26,S,,-78,-68,-81,-70,,-76,-59,-67,-79,-74,
7/12/2024 10:05,10,26,S,-64,-78,,-80,-68,-77,,,-57,,-77,-82
7/12/2024 10:05,10,26,S,-78,-77,-67,,-70,-77,-68,,,-78,-77,-82
7/12/2024 10:05,10,26,S,-65,-77,-79,,-68,,-55,,-57,-79,,
7/12/2024 10:05,10,26,S,-78,-77,,,-69,-77,-83,,-59,-78,-75,-75
7/12/2024 10:05,10,26,S,-64,,-78,,,,-83,-66,-57,-76,-76,-75
7/12/2024 10:05,10,26,S,,-66,-70,-79,,-78,,-59,-59,-77,-76,-88
7/12/2024 10:05,10,26,S,-67,-76,,,-72,,,-65,-54,-78,-77,-90
7/12/2024 10:05,10,26,S,,-76,-70,-80,-68,,,-65,-57,-78,-76,-62
